,date,VOL,CIKS,SHROUT,PRC,VOLP,ACCESSION NUMBER,base_vol,base_volP,T0,T1,T3,T5,T20,T60,T0P,T1P,T3P,T5P,T20P,T60P,T0PP,T1PP,T3PP,T5PP,T20PP,T60PP,d4,abnormal,Year,Unnamed: 0,mkt_cap, ,PB_ratios
0,20060721,57221530.0,0001341439,5238329.0,15.12,10.923622781234245,0001193125-06-151154,40225002.81666667,7.619471290145276,57221530.0,47730695.0,35847740.0,32986111.666666668,43110424.0,35244852.0,10.923622781234245,9.111816955368782,6.843354054317703,6.297067569957261,8.221004985568092,6.783760634737078,0.43364576953816064,0.1958594774356126,-0.10185972310590267,-0.17355583738445993,0.07894690753685445,-0.10968092451363036,39459595.0,-0.019028160672981582,2006,ORCL US,88822.75233398438,,5.97
1,20070629,31570029.0,0001341439,5113036.0,19.71,6.174419464286972,0000950134-07-014478,26955831.05,5.255227672523714,31570029.0,23964871.0,36517746.0,30269487.333333332,32087404.333333332,54818163.666666664,6.174419464286972,4.687013938489774,7.1420866193783885,5.920061453377859,6.275606964890002,10.709206677965113,0.17490998469374314,-0.10812352374470327,0.3590441869378706,0.12650903486639486,0.19416462158265976,1.0378197378501473,26535059.75,-0.015609657859166643,2007,ORCL US,115639.18112304686,,6.82
2,20080702,32180768.0,0001341439,5155842.0,20.82,6.241612524200703,0000950134-08-012257,32555477.15,6.3202175327532775,32180768.0,21472816.0,38512871.0,37292906.333333336,33592702.666666664,37296207.666666664,6.241612524200703,4.164754466874664,7.469753921861841,7.233135990849475,6.515463946852265,7.235718608370981,-0.012437073272433952,-0.3410425439802274,0.18188240881762668,0.14444415138643224,0.030892356645504875,0.14485277933446117,34007932.0,0.04461476154404948,2008,ORCL US,89468.71391601562,,3.97
3,20090629,28151628.0,0001341439,5007230.0,21.5,5.622195904721773,0000950123-09-018689,33758810.75,6.765910878058606,28151628.0,32238683.0,27571841.0,33688900.666666664,25098510.666666668,33763723.0,5.622195904721773,6.4384266350856665,5.506405937015076,6.72805137105079,5.012454124669059,6.735007284814709,-0.16904079789845064,-0.04840209232358485,-0.18615452726816425,-0.005595626027323549,-0.2591604862954801,-0.004567543646505202,31371237.75,-0.07072444043367257,2009,ORCL US,122925.23187011719,,4.89
4,20100701,38689213.0,0001341439,5026000.0,21.55,7.697813967369678,0001193125-10-151896,29946662.3,5.959205046086782,38689213.0,31906071.0,36790767.0,26856249.666666668,36605552.333333336,41916151.333333336,7.697813967369678,6.348203541583764,7.32008893752487,5.343463920944419,7.283237630985539,8.33801487957769,0.2917518205594526,0.06527691067660524,0.22836668329305712,-0.103326051105877,0.22218275334697643,0.39918241025336015,33980562.5,0.1347028313068465,2010,ORCL US,158140.7435546875,,5.11
5,20110628,32891886.0,0001341439,5065515.0,32.34,6.493295548428936,0001193125-11-174819,26869450.8,5.307440804767078,32891886.0,27444327.0,25517647.0,23164209.0,32647685.333333332,65635773.333333336,6.493295548428936,5.417874984083554,5.037522739543758,4.572922792647932,6.4450870905195865,13.011090534661273,0.22343249548760644,0.02080742553309034,-0.050856538047656163,-0.1383940093047124,0.21434931214507172,1.451481045813054,24187106.5,-0.09982877283074207,2011,ORCL US,128912.71684570312,,3.27
6,20120626,20625900.0,0001341439,4882506.0,27.83,4.224449493764063,0001193125-12-284007,29566533.316666666,5.965004073399797,20625900.0,19390404.0,35500556.0,24840075.333333332,23129286.666666668,27984775.0,4.224449493764063,3.971404028996585,7.270970276329409,5.0875667809385865,4.737175267509485,5.80710724258029,-0.2917943656396687,-0.3342160407389203,0.21893802365591136,-0.1470975177324747,-0.20583872044038717,-0.02647053193536415,26650253.25,-0.09863449446143753,2012,ORCL US,157746.771875,,3.74
7,20130626,51291058.0,0001341439,4646000.0,30.14,11.039831683168316,0001193125-13-272832,22513042.3,4.801731953273033,51291058.0,42680469.0,33513481.0,28367247.333333332,19275733.333333332,52116166.666666664,11.039831683168316,9.186497847610848,7.2134052948773135,6.105735543119532,4.162499826344165,11.254229914282043,1.2991353517022477,0.9131634037483082,0.5022507222545809,0.2715694258938471,-0.13312532501801658,1.3437855390096807,37195568.25,0.6521786684512203,2013,ORCL US,172070.87521484375,,3.98
8,20140626,16643088.0,0001341439,4458886.0,40.15,3.73256638541555,0001193125-14-251351,15708250.883333333,3.520474485948015,16643088.0,15320535.0,13147693.0,11470974.333333334,9158285.666666666,45902151.0,3.73256638541555,3.435955752176665,2.9512953072455903,2.574918103084801,2.0557831332423047,10.303769858238894,0.06024525964159111,-0.02400776773378327,-0.16167683673729352,-0.26858776754025776,-0.4160494156546313,1.926812820080482,13992009.75,-0.10925730344390462,2014,ORCL US,197479.782421875,,4.28
9,20150625,13587225.0,0001341439,4367070.0,41.06,3.1112908655002096,0001193125-15-235239,13126224.466666667,2.9527577893317996,13587225.0,39687270.0,16691538.0,14094742.333333334,15637047.0,29061043.666666668,3.1112908655002096,9.087848374310465,3.8494560866884973,3.2505747322599086,3.6062659865126965,6.702151199498229,0.05368983420895001,2.077749352535623,0.3036816296265255,0.10086060699055988,0.22132130157847588,1.2697937581310745,22130735.5,0.6859939852620835,2015,ORCL US,153470.5744482422,,3.26
10,20180622,30594322.0,0001341439,4082313.0,44.1,7.49435969265463,0001193125-18-201034,14232517.166666666,3.4802356906261744,30594322.0,24640543.0,26360075.0,23141130.0,17294339.333333332,27580746.0,7.49435969265463,6.035926936518586,6.457142066274683,5.714576891309869,4.3440507423934385,6.927825216551483,1.1534057916940166,0.7343443010989247,0.8553749344237357,0.642008587723461,0.24820590573618415,0.9906195535007021,23159121.5,0.6271978616853475,2018,ORCL US,162039.69285,,3.89
11,20190621,45168973.0,0001341439,3417654.0,56.12,13.216368011507308,0001564590-19-023119,10901978.633333333,3.1717399655085523,45168973.0,19544187.0,15045220.0,23407165.0,10769554.0,13805786.333333334,13.216368011507308,5.7185973185114705,4.402206893968787,6.950756537661314,3.2284587383188392,4.138649708912069,3.1669141087321813,0.8029842864481354,0.38794697605764883,1.1914648152900642,0.017882541894064987,0.30485151806840616,18164317.75,0.6661487204223379,2019,ORCL US,169941.24401999998,,8.17
12,20200622,16705854.0,0001341439,3153584.0,55.12,5.297418429317247,0001564590-20-030125,12734049.05,4.023939037536914,16705854.0,18695018.0,16008724.0,16115023.333333334,12563148.666666666,33917292.333333336,5.297418429317247,5.928181396151173,5.076358834900228,5.110066303397452,4.093988450633425,11.052723069165639,0.31647581633340044,0.4732284313581103,0.2615396971837596,0.2699164315683482,0.017408169567943707,1.7467421762758861,17740237.25,0.39313404403762675,2020,ORCL US,190449.55946,,16.43
13,20210621,8924329.0,0001341439,2883535.0,77.99,3.0949265398200474,0001564590-21-033616,12372341.416666666,4.2764732786740804,8924329.0,9845790.0,9623990.0,9358130.666666666,14350404.0,18826283.333333332,3.0949265398200474,3.414486038837746,3.3375665632634943,3.245367462738157,5.139829512893985,6.742938156638015,-0.2762899851955514,-0.2015649774160622,-0.2195516385178242,-0.2411112495611378,0.20188509969775556,0.5767520845421164,9902695.25,-0.1996102502748452,2021,ORCL US,232889.68287,,46.85
